ID,Pathogen,Cleaned Name,Original Name,Region,Country,City,Street Address,Postal Code,Contact Phone #,Email Address,Institution Type,URL,Affiliation,Research_Area,Research_Description,Source
212,Lassa,Andersen Lab (Scripps Research Institute),Andersen Lab (Scripps Research Institute),America (AMRO),United States,"La Jolla, CA","10550 North Torrey Pines Road, SGM-300A",92037,(858) 784-2473, info@andersen-lab.com,Academic,http://andersen-lab.com/,Viral Hemorrhagic Fever Consortium,Laboratory Methods,Using infectious disease genomics to investigate the interaction between the human host and highly pathogenic viruses such as Ebola and Lassa,http://vhfc.org/consortium/partners
213,Lassa,Ollman Saphire Lab (Scripps Research Institute),Ollman Saphire Lab (Scripps Research Institute),America (AMRO),United States,"La Jolla, CA","10550 North Torrey Pines Road, IMM 21",92037,(858) 784-8602, erica@scripps.edu,Academic,http://www.scripps.edu/ollmann-saphire/,Viral Hemorrhagic Fever Consortium,Laboratory Methods,Focuses on the production and crystallization of glycoproteins and antibodies that play key roles in the pathogenesis and lethality of hemorrhagic fever viruses,http://vhfc.org/consortium/partners
214,Lassa,Oldstone Lab (Scripps Research Institute),Oldstone Lab (Scripps Research Institute),America (AMRO),United States,"La Jolla, CA",10550 North Torrey Pines Road,92037, (858) 784-1000,N/A,Academic,http://www.scripps.edu/oldstone/,Viral Hemorrhagic Fever Consortium,Laboratory Methods,"Interested in understanding the molecular basis of how viruses infect cells, how the immune response aborts viruses, how viruses wrestle control away from the immune system to establish persistent infections, how persistent infection is initiated and maintained, and the mechanism of how such infections cause disease",http://vhfc.org/consortium/partners
215,Lassa,Tulane University,Tulane University,America (AMRO),United States,"New Orleans, LA",6823 St. Charles Avenue,70118,504-865-5000,N/A,Academic,http://tulane.edu/,Viral Hemorrhagic Fever Consortium,Laboratory Methods,Working to treat and prevent Lassa fever,http://vhfc.org/consortium/partners
216,Lassa,Harvard University (Sabetti Lab),Harvard University (Sabetti Lab),America (AMRO),United States,"Cambridge, MA",52 Oxford Street,(0)2138,N/A,N/A,Academic,http://www.sabetilab.org/,Viral Hemorrhagic Fever Consortium,Laboratory Methods,"Carrying out in-depth genomic analysis and diversity studies, elucidating regions of selection and identifying novel strains of Lassa Fever",http://www.sabetilab.org/research/#infectious
217,Lassa,Broad Institute,Broad Institute,America (AMRO),United States,"Cambridge, MA",415 Main Street,(0)2142, 617-714-7000,http://www.broadinstitute.org/contact,Academic,http://www.broadinstitute.org/,Viral Hemorrhagic Fever Consortium,Laboratory Methods,"Systematically defining the components in both pathogens and their hosts that enable pathogens to cause disease, knowledge that will bolster efforts to develop effective vaccines, rapid diagnostics, and new kinds of therapeutics",http://vhfc.org/consortium/partners/harvard
218,Lassa,Kenema Government Hospital,Kenema Government Hospital,Africa (AFRO),Sierra Leone,Kenema,N/A,N/A,N/A,N/A,Public,N/A,Viral Hemorrhagic Fever Consortium,Laboratory Methods,Working with others in consortium to develop Lassa Fever treatments and diagnostic,http://vhfc.org/consortium/partners/kgh
219,Lassa,Irrua Specialist Teaching Hospital,Irrua Specialist Teaching Hospital,Africa (AFRO),Nigeria,"Irrau, Edo","KM 87, Benin Auchi Road",P.M.B. 08,(234)8058065577,info@isth.com.ng,Academic,http://www.isth.com.ng/,Viral Hemorrhagic Fever Consortium,Laboratory Methods,Increasing capacity to control the epidemic and researching the pathogen,http://vhfc.org/consortium/partners/isth
220,Lassa,Autoimmune Technologies,Autoimmune Technologies,America (AMRO),United States,"New Orleans, LA","830 Union Street, Suite 200",70112,(504) 529-9944,mailbox@autoimmune.com,Private,http://www.autoimmune.com/,Viral Hemorrhagic Fever Consortium,Laboratory Methods,Working with others in consortium to develop Lassa Fever treatments and diagnostic,http://www.autoimmune.com/lassagen.html
221,Lassa,Corgenix,Corgenix,America (AMRO),United States,"Broomfield, CO",11575 Main Street Suite 400,80020,303-457-4345,info@corgenix.com,Private,http://www.corgenix.com/,Viral Hemorrhagic Fever Consortium,Laboratory Methods,Developed Rapid Diagnostic Test for Lassa Fever,http://www.corgenix.com/news-releases/corgenix-tulane-and-viral-hemorrhagic-fever-consortium-publish-promising-results-from-lassa-fever-trial/
222,Lassa,University of Texas Medical Branch,University of Texas Medical Branch,America (AMRO),United States,"Galveston, TX",301 University Blvd,77555,(409) 772-1011, public.affairs@utmb.edu,Academic,http://www.utmb.edu,Viral Hemorrhagic Fever Consortium,Vaccine,The Geisbert laboratory focuses on using recombinant vesicular stomatitis virus (rVSV) as a vaccine vector for viral hemorrhagic fevers,http://vhfc.org/consortium/partners
223,Lassa,Zalgen Labs,Zalgen Labs,America (AMRO),United States,"Germantown, MD","20271 Goldenrod Lane, Suite 2083",20876,301-515-5554,admin@zalgenlabs.com ,Public,www.zalgenlabs.com,Viral Hemorrhagic Fever Consortium,Therapeutics,Developing first-in-class immunotherapeutics against Lassa fever virus,http://vhfc.org/consortium/partners
224,Lassa,National Institute of Allergies and Infectious Diseases (NIAID),National Institute of Allergies and Infectious Diseases (NIAID),America (AMRO),United States,"Bethesda, MD","5601 Fishers Lane, MSC 9806",20892-9806,866-284-4107,ocpostoffice@niaid.nih.gov,Public,https://www.niaid.nih.gov/Pages/default.aspx,Viral Hemorrhagic Fever Consortium,Funder,Awarded Tulane university a grant for Lassa Fever research,http://vhfc.org/consortium/partners
225,Lassa,Redeemer’s University,Redeemer’s University,Africa (AFRO),Nigeria,Ede,Oshogbo Rd,N/A,234 700 700 8000,https://run.edu.ng/index.php,Academic,https://run.edu.ng/index.php,,Laboratory Methods,"Developed a test kit known as Pan-Lassa Rapid Diagnostics Test (PL RDT), that enables the testing of urine, faeces and blood samples of humans or multmamelar rats for Lassa fever in 10 minutes",http://www.vanguardngr.com/2016/02/redeemers-varsity-develops-10mins-lassa-fever-test-kit/
226,Lassa,African Center for Excellence of Genomics of Infectious Disease,African Center for Excellence of Genomics of Infectious Disease,Africa (AFRO),Nigeria,"Redemption City, Ogun State","KM. 46, Lagos-Ibadan Expressway",N/A,N/A,info@acegid.org,Academic,http://acegid.org/,,Laboratory Methods,"Developed a test kit known as Pan-Lassa Rapid Diagnostics Test (PL RDT), that enables the testing of urine, faeces and blood samples of humans or multmamelar rats for Lassa fever in 10 minutes",http://www.vanguardngr.com/2016/02/redeemers-varsity-develops-10mins-lassa-fever-test-kit/
227,Lassa,World Bank,World Bank,America (AMRO),United States,"Washington, DC",1818 H Street,20433,(202) 473-1000,N/A,Non - profit,www.worldbank.org,,Laboratory Methods,Funding work on Pan-Lassa Rapid Diagnostics Test,http://www.vanguardngr.com/2016/02/redeemers-varsity-develops-10mins-lassa-fever-test-kit/
228,Lassa,Texas Biomedical Research Institute (Patterson Lab),Texas Biomedical Research Institute (Patterson Lab),America (AMRO),United States,"San Antonio, TX",P.O. Box 760549,78245-0549,(210) 258-9400,jpatters@txbiomed.org,Academic,https://www.txbiomed.org,,Vaccine,Worked with the University of Maryland on the development of two vaccines against Lassa fever,https://www.txbiomed.org/scientists/jean-patterson/
229,Lassa,European Commission,European Commission,Europe (EURO),Europe,,Variety of local offices: http://ec.europa.eu/contact/local_offices_en.htm,,00800 67 89 10 11,http://europa.eu/contact/write-to-us/index_en.htm,Public,http://ec.europa.eu/index_en.htm,GloPID-R,Funder,Funding Unite de Biologie des Infectious Virales Emergentes for research on Lassa Fever ,https://research.pasteur.fr/fr/project/biology-of-viral-emerging-infections/
230,Lassa,National Agency of Research,National Agency of Research,Europe (EURO),France,Paris,50 Daumesnil Avenue,75012 ,33 1 78 09 80 09,Nicolas.Ehrbar@agencerecherche.fr ,Public,http://www.agence-nationale-recherche.fr/,,Funder,Funding Unite de Biologie des Infectious Virales Emergentes for research on Lassa Fever ,https://research.pasteur.fr/fr/project/biology-of-viral-emerging-infections/
231,Lassa,Fondation Recherche Medicale,Fondation Recherche Medicale,Europe (EURO),France,Paris,54 Rue de Varenne,75007,01 44 39 75 75,https://www.frm.org/contact,Non - profit,https://www.frm.org,,Funder,Funding Unite de Biologie des Infectious Virales Emergentes for research on Lassa Fever ,https://research.pasteur.fr/fr/project/biology-of-viral-emerging-infections/
232,Lassa,Institut Pasteur,Institut Pasteur,Europe (EURO),France,Paris, 25-28 Rue du Dr Roux,75015,33 1 45 68 80 00,,Nonprofit ,http://www.pasteur.fr/en,,Funder,Funding Unite de Biologie des Infectious Virales Emergentes for research on Lassa Fever ,https://research.pasteur.fr/fr/project/biology-of-viral-emerging-infections/
233,Lassa,Institut de microbiologie et des maladies infectieuses (INSERM),Institut de microbiologie et des maladies infectieuses (INSERM),Europe (EURO),France,N/A,N/A,N/A,N/A,http://www.inserm.fr/contact,Public/Private/Academic,http://english.inserm.fr/,,Funder,Funding Unite de Biologie des Infectious Virales Emergentes for research on Lassa Fever ,https://research.pasteur.fr/fr/project/biology-of-viral-emerging-infections/
234,Lassa,Institut de Veille Sanitaire,Institut de Veille Sanitaire,Europe (EURO),France,Saint-Maurice,"12, rue du Val Osne",94415,01 41 79 67 00,http://www.santepubliquefrance.fr/Infos/Contacter-Sante-publique-France,Public,http://www.santepubliquefrance.fr,,Funder,Funding Unite de Biologie des Infectious Virales Emergentes for research on Lassa Fever ,https://research.pasteur.fr/fr/project/biology-of-viral-emerging-infections/
235,Lassa,United States Army Medical Research Institute of Infectious Disease (USARMIID),United States Army Medical Research Institute of Infectious Disease (USARMIID),America (AMRO),United States,"Frederick, MD","Attn: MCMR-UIZ-R, 1425 Porter Street",21702-5011,(301) 619-2285,teresa.l.vanderlinden.civ@mail.mil,Public,http://www.usamriid.army.mil,ISARIC,Vaccine,Developing a replication-competent vaccine against Lassa virus based on attenuated recombinant vesicular stomatitis virus vectors expressing the Lassa viral glycoprotein,http://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.0020183
236,Lassa,Uniformed Services Universit of the Health Sciences,Uniformed Services Universit of the Health Sciences,America (AMRO),United States,"Bethesda, MD",4301 Jones Bridge Road,20814,(301) 295-3578,N/A,Academic,www.usuhs.edu,,Vaccine,Developing a replication-competent vaccine against Lassa virus based on attenuated recombinant vesicular stomatitis virus vectors expressing the Lassa viral glycoprotein,http://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.0020183
237,Lassa,Public Health Agency of Canada,Public Health Agency of Canada,America (AMRO),Canada,"Winnipeg, Manitoba",1015 Arlington Street,R3E 3R2,1-844-280-5020,http://www.phac-aspc.gc.ca/contac-eng.php,Public,http://www.phac-aspc.gc.ca/index-eng.php?utm_source=VanityURL&utm_medium=URL&utm_campaign=publichealth.gc.ca,,Vaccine,Developing a replication-competent vaccine against Lassa virus based on attenuated recombinant vesicular stomatitis virus vectors expressing the Lassa viral glycoprotein,http://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.0020183
238,Lassa,University of Manitoba,University of Manitoba,America (AMRO),Canada,"Winnipeg, Manitoba",N/A, R3T 2N2,1-800-432-1960,N/A,Academic,www.umanitoba.ca,,Vaccine,Developing a replication-competent vaccine against Lassa virus based on attenuated recombinant vesicular stomatitis virus vectors expressing the Lassa viral glycoprotein,http://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.0020183
239,Lassa,California State University,California State University,America (AMRO),United States,"San Marcos, CA",333 S. Twin Oaks Valley Rd,92096, 760-750-4000 ,N/A,Academic,http://www.csusm.edu/,,Vaccine,Developing a replication-competent vaccine against Lassa virus based on attenuated recombinant vesicular stomatitis virus vectors expressing the Lassa viral glycoprotein,http://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.0020183
